,Question,Answer
226,My bank branch is located far away. Is there any facility to withdraw DBT funds credited in my bank account  at my doorstep?,"Yes.  Cash withdrawal, cash deposit, balance enquiry, mini statement, funds transfer to other Aadhaar holders, etc. can be availed at your doorstep through Bank Mitras/Bank Correspondents deployed by various banks and Post Offices."
227,How does Aadhaar based DBT help me as a beneficiary?,"i) Aadhaar based DBT ensures that nobody else can claim your benefits by impersonating you.ii) In case of cash transfers, the money reaches directly to your DBT enabled bank account of your choice. iii) Benefits under different schemes for which you have enrolled, are transferred only to DBT enabled bank account of your choice."
228,What are the grievance redressal channels in UIDAI?,"Individuals can reach UIDAI through multiple channels viz. Phone, Email, Chat, Letter/Post, Web Portal, Walk in and Social Media for their grievance redressal.
The detailed information about available channels are as below:

 Phone Call (Toll Free Number) - 

Individuals can contact UIDAI Toll Free Number (1947) for concerns related to Aadhaar. UIDAI contact center consists of a self service IVRS (Interactive Voice Response system) and Individual Support Executive based assistance. Individual can choose any of below mentioned language for communication as per their ease.




1. Hindi


5. Kannada


9. Guajarati




2. English


6. Malayalam


10. Marathi




3. Telugu


7. Assamese


11. Punjabi




4. Tamil


8. Bengali


12. Odia




 
Timings: 

a) Availing of self service through IVRS: Services through IVRS can be availed in self service mode on 24X7 basis.
b) Support Executive assistance: This service can be availed from Monday - Saturday: 7 AM to 11 PM,  Sunday: 8 AM to 5 PM.

General Queries are resolved by Contact Center Executive through UIDAI approved Standard Responses and complaints are assigned to concerned Divisions/Regional Offices of UIDAI on real time basis. These complaints are examined internally at concerned Division/Regional Offices of UIDAI for effective resolution and communication thereafter to the individual.

Chatbot (Aadhaar Mitra) – Individuals can raise their concern related to Aadhaar through UIDAI chatbot service ""Aadhaar Mitra"" which is available on UIDAI’s Official website This chatbot is trained to respond to the queries and aimed at improving the individual experience.

 

 UIDAI Web Portal – Individuals can lodge and check the status of their grievance on UIDAI website under Grievance and Feedback & Check Grievance / Feedback Status respectively..        
Email – Individuals can send email to help@uidai.gov.in for any queries and complaint related to Aadhaar.

 

 Walk-In at Regional Offices: Individuals can directly walk in to the respective regional offices according to their state for the resolution of their queries or submission of complaints related to Aadhaar.
Post/Letter: Individuals can lodge their grievances in UIDAI HO or Regional offices through post or submit application by hand. The concerned Regional Office/ division will take necessary steps to resolve the grievance.
Public Grievance Portal (CPGRAMS) of the Government of India: Grievances can be lodged at UIDAI through Centralized Public Grievance Redress and Monitoring System (CPGRAMS).This is an online platform available for the citizens 24x7.

 

Social Media: Grievances may be lodged through multiple social media platforms like Twitter, Facebook, You tube, Instagram etc. Individual can upload a post related to their concern/grievance tagging the UIDAI or DM the support page on different social media streams."
229,What all can I ask from Aadhaar Chatbot?,Aadhaar Chatbot is well trained to answer queries/concerns related to Aadhaar. Individual can simply type his query in Chatbot and get the desired answers immediately. Currently Aadhaar Chatbot is available in Hindi and English language. Aadhaar Chatbot also contains related videos and is regularly trained with latest and updated information.
230,Can I get the details of enrolment center of Aadhaar through Chatbot?,"Yes, Aadhaar Chatbot helps the individual to locate a nearby Aadhaar Enrolment Center by entering PIN Code."
231,What is the significance of Language icons at the bottom of Chatbot type box?,"Presently, Aadhaar Chatbot supports English and Hindi language. The language icon enables the individual to change the language anytime and get the response in the desired language."
232,What are the buttons at the top of Chatbot after ‘Getting Started’?,The dynamic buttons appear for the most frequently asked queries in Chatbot. This will help the individuals to get quick response. The questions in the dynamic buttons keep on changing according to the frequency of the questions asked.
233,How can I give any feedback on the answer of Chatbot if I want to?,"Feedback against chatbot response can be shared by selecting 'Thumbs Up/Down' icon mentioned below every chat response against the query raised. Also, to share feedback on overall experience, at the end of the session, while closing the window individual can provide a star rating (on a scale of 1 to 5)."
234,Will Aadhaar Chatbot tell me about my Aadhaar Enrolment/Update Status?,"Yes, Aadhaar Chatbot can provide the Enrolment/Update status by entering EID/URN/SRN."
235,If an individual can file a complaint using Aadhaar Mitra Chatbot?,"Yes, individuals can raise a grievance using Aadhaar Mitra Chatbot"
236,এম-আধাৰ ক'ত ব্যৱহাৰ কৰিব পাৰি?,এমআধাৰ এপ ভাৰতৰ ভিতৰত যিকোনো ঠাইতে ব্যৱহাৰ কৰিব পাৰি। এমআধাৰ এটা ৱালেটত আধাৰ কাৰ্ডতকৈ বেছি। এফালে বিমানবন্দৰ আৰু ৰে'লৱেৰ দ্বাৰা এমআধাৰ প্ৰ'ফাইলটো বৈধ পৰিচয় পত্ৰ হিচাপে গ্ৰহণ কৰা হয় আৰু আনহাতে আধাৰ নম্বৰ ধাৰকে এপটোত থকা সুবিধা আৰু সেৱাসমূহ ব্যৱহাৰ কৰিব পাৰে।
237,"আধাৰ এপৰ জৰিয়তে আধাৰৰ বিৱৰণ যেনে ডিঅ'বি, ম'বাইল নম্বৰ, ঠিকনা আদি আপডেট কৰাৰ কোনো প্ৰক্ৰিয়া আছে নেকি?","নহয়, কেৱল ঠিকনা আপডেট কৰিবলৈ এমআধাৰ এপ্প ব্যৱহাৰ কৰিব পাৰি।"
238,আৱাসীয়ে প্ৰ'ফাইলটো কেনেদৰে চাব পাৰে?,"মুখ্য ডেশ্বব'ৰ্ডত ওপৰৰ প্ৰ'ফাইল সাৰাংশত (চিয়ান টেবত প্ৰ'ফাইল ছবি, নাম আৰু আধাৰ নম্বৰ) টেপ কৰি প্ৰ'ফাইলটো চাব পাৰি।"
239,আৱাসীয়ে এম-আধাৰ এপত কেনেদৰে প্ৰ'ফাইল সৃষ্টি কৰিব পাৰে?,"কেৱল পঞ্জীভুক্ত ম'বাইল নম্বৰৰ সৈতে সংযুক্ত আধাৰ থকা কোনোবাইহে এমআধাৰ এপত আধাৰ প্ৰ'ফাইল সৃষ্টি কৰিব পাৰে। তেওঁলোকে যিকোনো স্মাৰ্টফোনত ইনষ্টল কৰা এপএটাত তেওঁলোকৰ প্ৰ'ফাইল পঞ্জীয়ন কৰিব পাৰে। অৱশ্যে অ'টিপি কেৱল তেওঁলোকৰ পঞ্জীভুক্ত ম'বাইললৈ প্ৰেৰণ কৰা হ'ব। আধাৰ প্ৰ'ফাইল পঞ্জীয়ন কৰাৰ পদক্ষেপবোৰ তলত দিয়া হৈছে:
এপ্পটো মুকলি কৰক।মুখ্য ডেশ্বব'ৰ্ডৰ ওপৰত ৰেজিষ্টাৰ আধাৰ টেবত টেপ কৰক4 টা অংকৰ পিন/পাছৱৰ্ড সৃষ্টি কৰক (এই পাছৱৰ্ডটো মনত ৰাখক, কিয়নো প্ৰ'ফাইলত প্ৰৱেশ কৰাৰ প্ৰয়োজন হ'ব)বৈধ আধাৰ প্ৰদান কৰক আৰু বৈধ কেপচা প্ৰবিষ্ট কৰকবৈধ ওটিপি প্ৰবিষ্ট কৰক আৰু দাখিল কৰকপ্ৰ'ফাইলটো পঞ্জীয়ন কৰা উচিতপঞ্জীভুক্ত টেবে এতিয়া পঞ্জীভুক্ত আধাৰ নাম প্ৰদৰ্শন কৰিবতলৰ মেনুত মোৰ আধাৰ টেবত টেপ কৰক4-অংকৰ পিন/পাছৱৰ্ড প্ৰবিষ্ট কৰকমোৰ আধাৰ ডেশ্বব'ৰ্ড দেখা গৈছে"
240,মাইআধাৰ পৰ্টেল কি ?,মাইআধাৰ পৰ্টেল হৈছে আধাৰ সম্পৰ্কীয় সেৱাসমূহৰ এটা এৰে থকা এটা প্ৰৱেশ ভিত্তিক পৰ্টেল। এজন আধাৰ নম্বৰধাৰীয়ে https://myadhaar.uidai.gov.in/ ত ক্লিক কৰি MyAadhaar চাব পাৰে।
241,মোৰ আধাৰ চিঠিখন জেনেৰেট হোৱাৰ পিছত অনলাইনত ডাউনলোড কৰিব পাৰিমনে?,"হয়, এবাৰ আপোনাৰ আধাৰ সৃষ্টি হ’লে ইআধাৰ অনলাইনত ডাউনলোড কৰিব পাৰিব।"
242,"য'ত এজন ব্যক্তিৰ বাবে একাধিক ঠিকনা প্ৰমাণ উপলব্ধ (যেনে... বৰ্তমান আৰু স্থানীয়), ইউআইডিএআইয়ে কোনটো প্ৰমাণ গ্ৰহণ কৰিব, আৰু ই আধাৰ পত্ৰ ক'ত প্ৰেৰণ কৰিব?",নামভৰ্তি বিচৰা ব্যক্তিজনৰ আধাৰত কোনটো ঠিকনা ৰেকৰ্ড কৰিব লাগিব সিদ্ধান্ত লোৱাৰ বিকল্প আছে যাৰ বাবে বৈধ পি.ও.এ. দস্তাবেজ উপলব্ধ।  আধাৰত পঞ্জীয়ন কৰা ঠিকনাত আধাৰ পত্ৰ প্ৰদান কৰা হ'ব।
243,What is e-Aadhaar?,"e-Aadhaar is a password protected electronic copy of Aadhaar, digitally signed by UIDAI."
244,Is e-Aadhaar equally valid like physical copy of Aadhaar?,"As per Aadhaar Act, e-Aadhaar is equally valid like Physical Copy of Aadhaar for all purposes. For validity of eAadhaar, please visit UIDAI circular- https://uidai.gov.in/images/uidai_om_on_e_aadhaar_validity.pdf"
245,From where an Aadhaar number holder can download e-Aadhaar?,Aadhaar Number holder can download e-Aadhaar by visiting UIDAI's MyAadhaar portal - https://myaadhaar.uidai.gov.in/genricDownloadAadhaar/en or by using mAadhaar app for mobile phones.
246,How can an Aadhaar Number holder download e-Aadhaar?,"An Aadhaar Number holder can download e-Aadhaar by following three ways.

By Using Enrollment Number 
By Using Aadhaar No 
By using VID 
OTP for downloading eAadhaar will be received on registered mobile number."
247,What is Masked Aadhaar?,Masked Aadhaar implies replacing of first 8 digits of Aadhaar number with  “xxxx-xxxx” while only last 4 digits of the Aadhaar Number are visible.
248,What Is the Password of e-Aadhaar?,"Password of eAadhaar is a combination of the first 4 letters of name in CAPITAL and the year of birth (YYYY).
For Example:
Example 1Name: SURESH KUMARYear of Birth: 1990Password: SURE1990
Example 2Name: SAI KUMARYear of Birth: 1990Password: SAIK1990
Example 3Name: P. KUMARYear of Birth: 1990Password: P.KU1990
Example 4Name: RIAYear of Birth: 1990Password: RIA1990"
249,What supporting software needed to view e-Aadhaar?,Resident needs 'Adobe Reader' to view digitally verified e-Aadhaar. To install Adobe Reader in the System visit https://get.adobe.com/reader/
250,How to validate digital signatures in e-Aadhaar?,Please visit Aadhaar YouTube Channel and watch tutorial link on https://youtu.be/aVNfUNIccZs?si=ByW1O6BIPMwc0seL
251,What is Virtual ID (VID)?,"VID is a temporary, revocable 16-digit random number mapped with the Aadhaar number. VID can be used in lieu of Aadhaar number whenever authentication or e-KYC services are performed. Authentication may be performed using VID in a manner similar to using Aadhaar number. It is not possible to derive Aadhaar number from VID."
252,How does a resident obtain VID?,"VID can be generated only by the Aadhaar number holder. They can also replace (generate a new VID) their VID from time to time. At any given time only one VID will be valid for an Aadhaar number. UIDAI provide various options to Aadhaar number holders to generate their VID, retrieve their VID in case they forget, and replace their VID with a new number. These options will be made available via UIDAI’s website (www.myaadhaar.uidai.gov.in), eAadhaar download, mAadhaar mobile application, etc.
VID can also be generated by sending an SMS to the Aadhaar helpline number 1947. Resident will have to type “GVIDLast 4 digits of Aadhaar Number” and send it to 1947 through the registered Mobile Number."
253,Can anyone else generate VID for me?,No other entity like AUA/KUA can generate VID on behalf of Aadhaar number holder. The VID can be generated by Aadhaar number holder by himself/herself only. Aadhaar number holder will receive the VID through SMS on registered mobile number.
254,What if an Aadhaar number holder forgets VID? Can he/she obtain again?,"Yes, UIDAI provide multiple ways to generate new and/or retrieve current VID. These options are made available via UIDAI’s website (www.myaadhaar.uidai.gov.in), eAadhaar, mAadhaar mobile application, SMS, etc.
For retrieval of VID, Aadhaar number holder may send SMS to the Aadhaar helpline number 1947. Resident will have to type “RVID Last 4 digits of Aadhaar Number” and send it to 1947 through the registered Mobile Number."
255,Can VID be used for OTP or biometrics or demographics authentication?,Yes. VID can be used in lieu of Aadhaar number to perform Aadhaar Authentication.
256,"In case of VID, do I need to provide consent for authentication?","Yes, Aadhaar number holder consent is necessary for VID based authentication. Agency is required to inform the Aadhaar number holder the purpose for authentication and collect explicit consent for performing authentication."
257,Can an agency store VID?,"No. Since VID is temporary and can be changed by the Aadhaar number holder, storing VID has no value. Agencies should not store VID in any database or logs."
258,Will re-generation of VID lead to the same VID or a different VID?,"After the minimum validity period (currently set as 1 calender day or after midnight 12), Aadhaar number holder may requests regeneration of a new VID. In this way, new VID will be generated and the previous VID will be deactivated. In case, if resident opts for retrieval of VID, the last active VID will be sent to the Aadhaar number holder through SMS. Resident will have to type “RVIDLast 4 digits of Aadhaar Number” and send it to 1947 through the registered Mobile Number."
259,What is the expiry period of VID?,At this time there is no expiry period defined for VID. VID will be valid till the time a new VID is generated by the Aadhaar number holder.
260,How can I update my demographic details in Aadhaar?,You can update your demographic details in Aadhaar 1 - By enrolling through nearest enrolment centre. You can search the nearest enrolment centre by clicking https://bhuvan.nrsc.gov.in/aadhaar/2- Using Online services for address update and document update available at https://myaadhaar.uidai.gov.in/ .
261,Is it necessary that my mobile number should be registered with Aadhaar while requesting for any kind of update through online?,"Yes, mobile number should be registered to Aadhaar for using online services."
262,Where can I Update my Mobile Number? ,"You can update your mobile number by visiting a Aadhaar Enrolment Centere, you can locate the centre at Bhuvan Aadhaar Portal"
263,How do I add my father’s / husband’s name to my address? ,Relationships details are not collected in Aadhaar. However you have option to add name of your father/husband/etc  in C/o field. This will be part of your address and no documentary support is required for the same.
264,Can I update my address in my local language through online portal?,"You have to enter the details in English, which shall be transliterated into your selected regional language. You can update for any correction in transliteration if required. The following regional languages are available for update of address through online.
Bengali, Gujarati, Hindi, Kannada, Malayalam, Marathi, Odia, Punjabi, Tamil, Telugu and Urdu."
265,I successfully submitted my address update request. How can I track this?,"On successful submission of an online address update request,  a SRN (Service Request Number) is generated, which is shown on screen and also sent via SMS to your registered mobile number. After successful submission of the request, please download the invoice containing the SRN number and other details. The status of the update request can be checked at the bottom of the page by login in to Check Aadhaar Update Status"
266,My online address update request got rejected for invalid documents. What does this mean?,"Aadhaar update requests to be supported by valid/proof of address (POA) document. A request can be rejected for invalid document in following scenarios:
1. The Proof of Address(POA) document should be a Valid document, as per document list available at List of Supporting Document2. Document is in the name of the Aadhaar holder for whom update request is submitted.3. Address details entered should match the address with the address mentioned in the document.4. Image uploaded should be clear and colored scan of original document."
267,What is Aadhaar Authentication history?,Aadhaar Authentication history service hosted on UIDAI Website provides detailed authentication transactions logs for Aadhaar authentication performed by the individual resident in last six months & maximum 50 records can be viewed at instance.
268,Where can a resident check his/her Aadhaar Authentication history?,Authentication History service is hosted on UIDAI Website at URL https://resident.uidai.gov.in/aadhaar-auth-history OR resiedent may use this service through mAadhaar App
269,What is the procedure for checking Aadhaar Authentication history on UIDAI websites?,"Resident can check his/her Aadhaar Authentication history from UIDAI Website https://resident.uidai.gov.in/aadhaar-auth-history or through mAadhaar App by using his/her Aadhaar Number/VID & enter security code and follow the metioned procedure.
Note: Registered mobile number is mandatory to avail this service."
270,What Information resident can get from Aadhaar Authentication history?,Resident can get the following information in Aadhaar Authentication history against every Authentication done by resident.                1. Auth Modality.2. Date & Time of Authentication.3. UIDAI Response code.4. AUA Name5. AUA Transaction ID (With Code)6. Authentication Response (Success/Failure)7. UIDAI Error code
271,This facility allows me to view maximum 50 authentication records. How can I check more records?,"Aadhaar number holder can view details of all authentication records performed by any Authentication User Agency (AUA) or by him/her in the last 6 months. However, maximum of 50 records can be viewed at one point of time. If Aadhaar number holder want to check more records then he/she may require to select the date range in calendar & accordingly authentication records can be viewed."
272,"Some of authentication transactions records are showing as failed, what should I do?","For every failed authentication transaction record, specific error code is assigned. Please check the details of error code number against that failed authentication transaction to know the reason of failure."
273,"If I have not performed some of the transactions listed in the records, what should I do?","If the listed authentication transaction is not performed by the Aadhaar number holder, resident may contact the respective Authentication User Agency (AUA) for further details."
274,What is UIDAI Response Code in the authentication records?,"For every authentication transaction performed by an Aadhaar number holder, UIDAI generates a unique code to identify the transactions and sends the same to Authentication User Agency (AUA) along with the response. This Response Code is helpful to uniquely identify the transaction by AUA as well as UIDAI and may be used for any further enquiry from AUA by the Aadhaar number holder."
275,What is AUA Transaction ID in the authentication records?,"For every authentication transaction performed by an Aadhaar number holder, AUA generates a unique Transaction ID to identify the transaction and sends the same to UIDAI as part of the authentication request. This Transaction ID along with Response Code can be used for any further enquiry from AUA by the Aadhaar number holder."
276,What is Auth Modality?,"UIDAI provides authentication facility with different modes such as demographic, biometric (fingerprint , Iris or face) or One Time Password (OTP). Auth Modality shows the mode of authentication used to perform that specific authentication transaction."
277,What are Error Codes?,"An Error Code provide the details/reason for the failure of authentication transaction.  For Error Codes details, resident may refer to Aadhaar Authentication API document published on UIDAI website.
Below are Error Code List -
“100” – Personal information demographic data did not match.
“200” – Personal address demographic data did not match.
“300” – Biometric data did not match.
“310” – Duplicate fingers used.
“311” – Duplicate Irises used.
“312” – FMR and FIR cannot be used in same transaction.
“313” – Single FIR record contains more than one finger.
“314” – Number of FMR/FIR should not exceed 10.
“315” – Number of IIR should not exceed 2.
“316” – Number of FID should not exceed 1.
“330” – Biometrics locked by Aadhaar holder.
“400” – Invalid OTP value.
“402” – “txn” value did not match with “txn” value used in Request OTP API.
“500” – Invalid encryption of session key.
“501” – Invalid certificate identifier in “ci” attribute of “Skey”.
“502” – Invalid encryption of PID.
“503” – Invalid encryption of Hmac.
“504” – Session key re-initiation required due to expiry or key out of sync.
“505” – Synchronized Key usage not allowed for the AUA.
“510” – Invalid Auth XML format.
“511” – Invalid PID XML format.
“512” – Invalid Aadhaar holder consent in “rc” attribute of “Auth”.
“520” – Invalid “tid” value.
“521” – Invalid “dc” code under Meta tag.
“524” – Invalid “mi” code under Meta tag.
“527” – Invalid “mc” code under Meta tag.
“530” – Invalid authenticator code.
“540” – Invalid Auth XML version.
“541” – Invalid PID XML version.
“542” – AUA not authorized for ASA. This error will be returned if AUA and ASA do not have linking in the portal.
“543” – Sub-AUA not associated with “AUA”. This error will be returned if Sub-AUA specified in “sa” attribute is not added as “Sub-AUA” in portal.
“550” – Invalid “Uses” element attributes.
“551” – Invalid “tid” value.
“553” – Registered devices currently not supported. This feature is being implemented in a phased manner.
“554” – Public devices are not allowed to be used.
“555” – rdsId is invalid and not part of certification registry.
“556” – rdsVer is invalid and not part of certification registry.
“557” – dpId is invalid and not part of certification registry.
“558” – Invalid dih.
“559” – Device Certificate has expired.
“560” – DP Master Certificate has expired.
“561” – Request expired (“Pid->ts” value is older than N hours where N is a configured threshold in authentication server).
“562” – Timestamp value is future time (value specified “Pid->ts” is ahead of authentication server time beyond acceptable threshold).
“563” – Duplicate request (this error occurs when exactly same authentication request was re-sent by AUA).
“564” – HMAC Validation failed.
“565” – AUA license has expired.
“566” – Invalid non-decryptable license key.
“567” – Invalid input (this error occurs when unsupported characters were found in Indian language values, “lname” or “lav”).
“568” – Unsupported Language.
“569” – Digital signature verification failed (means that authentication request XML was modified after it was signed).
“570” – Invalid key info in digital signature (this means that certificate used for signing the authentication request is not valid – it is either expired, or does not belong to the AUA or is not created by a well-known Certification Authority).
“571” – PIN requires reset.
“572” – Invalid biometric position.
“573” – Pi usage not allowed as per license.
“574”– Pa usage not allowed as per license.
“575”– Pfa usage not allowed as per license.
“576” - FMR usage not allowed as per license.
“577” – FIR usage not allowed as per license.
“578” – IIR usage not allowed as per license.
“579” – OTP usage not allowed as per license.
“580” – PIN usage not allowed as per license.
“581” – Fuzzy matching usage not allowed as per license.
“582” – Local language usage not allowed as per license.
“586” – FID usage not allowed as per license. This feature is being implemented in a phased manner.
“587” – Name space not allowed.
“588” – Registered device not allowed as per license.
“590” – Public device not allowed as per license.
“710” – Missing “Pi” data as specified in “Uses”.
“720” – Missing “Pa” data as specified in “Uses”.
“721” – Missing “Pfa” data as specified in “Uses”.
“730” – Missing PIN data as specified in “Uses”.
“740” – Missing OTP data as specified in “Uses”.
“800” – Invalid biometric data.
“810” – Missing biometric data as specified in “Uses”.
“811” – Missing biometric data in CIDR for the given Aadhaar number.
“812” – Aadhaar holder has not done “Best Finger Detection”. Application should initiate BFD to help Aadhaar holder identify their best fingers.
“820” – Missing or empty value for “bt” attribute in “Uses” element.
“821” – Invalid value in the “bt” attribute of “Uses” element.
“822” – Invalid value in the “bs” attribute of “Bio” element within “Pid”.
“901” – No authentication data found in the request (this corresponds to a scenario wherein none of the auth data – Demo, Pv, or Bios – is present).
“902” – Invalid “dob” value in the “Pi” element (this corresponds to a scenarios wherein “dob” attribute is not of the format “YYYY” or “YYYYMM-DD”, or the age is not in valid range).
“910” – Invalid “mv” value in the “Pi” element.
“911” – Invalid “mv” value in the “Pfa” element.
“912” – Invalid “ms” value.
“913” – Both “Pa” and “Pfa” are present in the authentication request (Pa and Pfa are mutually exclusive).
“930 to 939” – Technical error that are internal to authentication server.
“940” – Unauthorized ASA channel.
“941” – Unspecified ASA channel.
“950” – OTP store related technical error.
“951” – Biometric lock related technical error.
“980” – Unsupported option.
“995” – Aadhaar suspended by competent authority.
“996” – Aadhaar cancelled (Aadhaar is no in authenticable status).
“997” – Aadhaar suspended (Aadhaar is not in authenticatable status).
“998” – Invalid Aadhaar Number.
“999” – Unknown error."
278,What is Aadhaar QR Code? What information does QR Code contain?,"Aadhaar QR code is Quick Response code digitally signed by UIDAI and used for offline verification of identity. It is present on all forms of Aadhaar like e-Aadhaar, Aadhaar letter, Aadhaar PVC card and mAadhaar. It contains last 4 digits of Aadhaar number, name, address, gender, date of birth and photograph of the Aadhaar number holder. It also contains masked mobile number and email-id of the Aadhaar number holder."
279,What are the benefits of Aadhaar QR code?,Aadhaar QR code can be used for verification of identity in offline mode. 'Aadhaar QR Code Scanner' app for smartphones and Windows based QR code scanning application  works in Offline mode and does not require internet for scanning purpose.
280,How can someone read Aadhaar QR code?,Aadhaar QR code can ONLY be read using: 1. mAadhaar app available on Google Play Store and app store2. Aadhaar QR Scanner app available on Google Play Store and app store 3. Windows based application available on UIDAI official website - https://uidai.gov.in/en/ecosystem/authentication-devices-documents/qr-code-reader.html
281,How Windows QR code Scanner Application will work?,"Post installation of UIDAI’s QR code reader application, QR code of e-Aadhaar need to be scanned using the physical scanner in line with UIDAI Specifications. The application will display the demographic details of resident once the QR Code is digitally verified using Windows QR code scanner."
282,Who all can use secure QR code?,"Any Aadhaar Holder or any User/Service Agencies like Banks, AUAs, KUAs, Hotels etc can use this facility for offline verification of the data in Aadhaar."
283,What is Aadhaar Paperless Offline e-KYC?,"It is a secure sharable document which can be used by any Aadhaar number holder for offline verification of Identification.
A resident desirous of using this facility shall generate his/her digitally signed Offline XML by accessing UIDAI website. The Offline XML will contain Name, Address, Photo, Gender, DOB, hash of registered Mobile Number, hash of registered Email Address and reference id which contains last 4 digits of Aadhaar Number followed by time stamp. It will provide Offline Aadhaar Verification facility to service providers/Offline Verification Seeking Entity (OVSE) without the need to collect or store Aadhaar number."
284,How to generate Offline Aadhaar XML?,"The process of generating Aadhaar Offline e-KYC is explained below:
• Go to URL https://myaadhaar.uidai.gov.in/offline-ekyc• Enter ‘Aadhaar Number’ or ‘VID’ and enter mentioned ‘Security Code’ in screen, then click on ‘Send OTP’. The OTP will be sent to the registered Mobile Number for the given Aadhaar number or VID. OTP will be available on m-Aadhaar mobile Application of UIDAI. Enter the OTP received. Enter a Share Code which be the password for the ZIP file and click on ‘Download’ button• The Zip file containing the digitally signed XML will be downloaded to device wherein the above mentioned steps have been performed.
The Offline Aadhaar XML can also be downloaded from mAadhaar app."
285,Who are the users of this Aadhaar Paperless Offline e-KYC?,Any Aadhaar number holder who desires to establish his/her identity to any service provider (OVSE) using digitally signed XML downloaded from UIDAI website can be a user of this service. The service provider should have provisions of providing this Aadhaar Paperless Offline e-KYC at their facility and do the offline verification
286,How to share this Paperless Offline eKYC document with the service provider?,Residents can share the XML ZIP file along with the Share Code to the service provider as per their mutual convenience.
287,How will service providers use Aadhaar Offline e-KYC?,"The process of Aadhaar Offline e-KYC Verification by Service Provider is:


Once service provider obtains the ZIP file, it extracts the XML file using the password (share code) provided by the resident.
The XML file will contain the demographic details such as Name, DOB, Gender and Address. Photo is in base 64 encoded format which can be rendered directly using any utility or plane HTML page. Email Address and Mobile number are hashed.
Service Provider has to collect Email Address and Mobile number from residents and perform below operations in order to validate the hash:
Mobile Number:
Hashing logic: Sha256(Sha256(Mobile+ShareCode))*number of times of last digit of Aadhaar Number
Example :  Mobile number: 9800000002 Aadhaar Number: 123412341234 Share Code: Abc@123 Sha256(Sha256(9800000002+ Abc@123))*4In case if Aadhaar Number ends with Zero or 1 (123412341230/1) it will be hashed one time.Sha256(Sha256(9800000002+ Abc@123))*1
Email Address:
Hashing Logic: This is a simple SHA256 hash of the email without any salt

Entire XML is digitally signed and Service Provider can validate the XML file using the signature and public key available on the UIDAI website.(https://uidai.gov.in/images/uidai_offline_publickey_26022019.cer)."
288,Can this Offline Paperless eKYC document be shared to other entities by the Service Provider?,"Service Providers shall not share, publish or display either XML or Share Code or its contents with anyone else. Any non-compliance of these actions shall invite actions under Sections 29(2), 29 (3), 29(4) and 37 of The Aadhaar Act, 2016 (as amended) and sub regulation 1A of regulation 25, regulation 14A of The Aadhaar (Authentication and Offline Verification) Regulation, 2021 and regulation 6 and 7 of The Aadhaar (Sharing of Information) Regulation, 2016."
289,How this Aadhaar Offline Paperless eKYC document is different from the other identification documents produced offline by residents?,"Identity verification can simply be accomplished by providing an identity document like PAN card, Passport etc to the service provider. However, all these documents, which may be used for identification can still be forged and faked which may or may not be possible to verify offline instantaneously. The document verifier has no technological means to verify the authenticity of the document or the information it contains and has to trust the document producer. Whereas, the XML file generated by the Aadhaar number holder using Aadhaar Paperless Offline e-KYC is digitally signed document using UIDAI digital signature. Thus, the service provider can verify the demographic contents of the file and certify it to be authentic when doing the offline verification"
290,Where can I find the Public Certificate for Digital Signature validation?,Public certificate for Digital signature validation can be downloaded from here.
291,What is Biometric Locking?,Biometric Locking/Unlocking is a service that allows an Aadhaar holder to lock and temporarily unlock their biometrics. This facility aims to strengthen privacy and confidentiality of Resident's Biometrics Data.
292,What all Biometric data can be locked?,"Fingerprint, iris and Face as a biometric moadlity will be locked and after biometric locking, Aadhaar holder will not be able to perform the Aadhaar authentication using the above mentioned biometric modalities."
293,What happens when Biometric is locked?,"Locked Biometrics confirms that Aadhaar holder will not be able to use Biometrics (fingerprints/iris/Face) for authentication, it is a safety feature to stop any kind of biometric authentication.It also ensures that any entity by any means cannot perform biometric based Aadhaar authentication for that Aadhaar holder."
294,How to Unlock (locked)Biometrics?,"Once resident enables Biometric Locking system their biometric remains locked till the Aadhaar Holder chose any below mentioned option:
Unlock it (which is temporary )orDisable the Locking system
The biometric unlock can be done by resident either by visiting UIDAI website, enrolment centre, Aadhaar Seva Kendra(ASK), through m-Aadhaar.
Note: Registered Mobile Number is essential to avail this service. In case your mobile number is not registered with Aadhaar visit the nearest Enrolment Centre/Mobile Update End Point."
295,Who and when to lock Biometrics?,"Aadhaar number holders who have registered mobile number may lock their biometrics. This facility aims to strengthen privacy and confidentiality of Resident's Biometrics Data
After locking biometrics if a UID is used for invoking any of the Authentication services using a biometric modality (Fingerprint/Iris/Face) a specific error code '330' indicating biometrics are locked will be displayed and the entity will not be able to perform the biometric authentication."
296,What is Aadhaar (UID) Lock & Unlock?,"For a resident, security and privacy of personal data is always a primary concern. To strengthen the security of his/her Aadhaar number and to provide control to the resident, UIDAI provide a mechanism of locking and unlocking Aadhaar number (UID).
Resident can lock his or her Aadhaar (UID) via UIDAI website (www.myaadhaar.uidai.gov.in) or through mAadhaar app.
By doing this Resident cannot perform any sort of Authentication using UID, UID Token & VID for Biometrics, Demographic & OTP modality
If resident wants to unlock UID he/she can do so by using latest VID, through UIDAI website or mAadhaar app. After unlocking Aadhaar (UID), resident can perform authentication using UID, UID Token & VID."
