,Unnamed: 0,Question,Answer,lang,portal,instruction
208,208,"
209 - क्या एक मोबाइल नंबर को कई यूएएन के साथ लिंक किया जा सकता है ?","    उत्तर : जी हाँ, एक मोबाइल नंबर को कई यूएएन के साथ लिंक किया जा सकता है।  ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
209,209,"
210 - यूएएन को ऑफलाइन मोड में कैसे एक्टिवेट करें? ",    उत्तर : जी नहीं । यूएएन रजिस्ट्रेशन और एक्टिवेशन केवल ऑनलाइन ही किया जा सकता है।  ,hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
210,210,"
211 - क्या ठेका कर्मचारी अपना यूएएन रजिस्टर कर सकते हैं और ऑनलाइन सुविधाओं का लाभ उठा सकते हैं ? ","    उत्तर : रजिस्ट्रेशन और एक्टिवेशन के बाद, ठेका और सामान्य कर्मचारी, दोनों, ऑनलाइन यूएएन सुविधाओं का लाभ उठा सकते हैं।  ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
211,211,"
212 - मुझे अपना यूएएन पासवर्ड किस फार्मेट में क्रिऐट करना चाहिए ? ","    उत्तर : पासवर्ड में कम से कम 1 स्पेशल कैरेक्टर होना चाहिए, इसमें 7-20 कैरेक्टर होने चाहिएं,  कम से कम 1 कैपिटल और 1 स्मॉल लैटर होना चाहिए, कम से कम 4 अल्फाबेट और कम से कम 2 डिजिट होने चाहिएं।  ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
212,212,"
213 - अगर मेरा यूएएन आधार के साथ सीड नहीं हो तो मुझे क्या करना होगा ? ","    उत्तर : सदस्य पोर्टल पर जाकर सदस्य स्वयं यूएएन को आधार के साथ सीड कर सकता है। इसके बाद  लिंकेज को पूरा करने के लिए नियोक्ता द्वारा इसे अप्रूव करना ज़रूरी है । इसके साथ-साथ, सदस्य अपने नियोक्ता को आधार के साथ यूएएन लिंक करने के लिए कह सकता है। 
नियोक्ता के हस्तक्षेप के बिना सदस्य अपना यूएएन, आधार के साथ लिंक करने के लिए ईपीएफओ वेबसाईट के होम पेज पर उपलब्ध ऑनलाइन सेवाओं के अंतर्गत “e-KYC Portal” या उमंग ऐप में ईपीएफओ के अतंर्गत e-KYC service का उपयोग कर सकता है।  ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
213,213,"
214 - . यूएएन सुविधा शुरू होने के बाद शुरुआती दिनों में मेरा यूएएन जनरेट किया गया था। मेरे नियोक्ता ने भूलवश इसे गलत आधार नंबर से लिंक कर दिया है। मैं इसे कैसे ठीक कर सकता/ सकती हूं?","    उत्तर : 一.सदस्य को ईपीएफओ के उस क्षेत्रीय कार्यालय में संयुक्त आवेदन जमा कर संशोधन के लिए आवेदन करना होता है, जहां उसके कर्मचारी भविष्य निधि खाते का रखरखाव किया जाता है। ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
214,214,"
215 - मैं अपना केवाईसी विवरण यूएएन के साथ कैसे सीड कर सकता/सकती हूं?","    उत्तर : 
 -> यूनिफाइड सदस्य पोर्टल पर अपने कर्मचारी भविष्य निधि खाते में लॉगिन करें।
 -> ""Manage"" के अंतर्गत ""KYC"" विकल्प पर क्लिक करें।
 -> आप जिस विवरण को यूएएन के साथ लिंक करना चाहते हैं (जैसे पैन, बैंक खाता, आधार आदि) उसका चयन कर सकते हैं। 
 -> अपेक्षित फ़ील्ड भरें।/li>
 -> अब “Save” विकल्प पर क्लिक करें।
 -> आपका अनुरोध ""KYC Pending for Approval"" में दिखाई देगा। 
 -> जैसे ही नियोक्ता विवरण को अप्रूव करता है, ""Digitally approved by the    employer"" मैसेज दिखाई देगा ।
 -> जैसे ही यूआईडीएआई आपके विवरण की पुष्टि करता है, आपके आधार के सामने   ""Verified by UIDAI” दिखाई देगा।

आप जिस विवरण को यूएएन के साथ लिंक करना चाहते हैं (जैसे बैंक खाता,पैन,  आधार, पासपोर्ट) उसका चयन कर सकते हैं। 
 ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
215,215,"
216 -  मैं अपने बैंक खाते का विवरण कैसे सीड कर सकता/सकती हूं?","    उत्तर : 
 -> यूनिफाइड सदस्य पोर्टल पर अपने कर्मचारी भविष्य निधि खाते में लॉगिन करें।
 -> अपना बैंक खाता नंबर और आईएफएससी कोड डालें।
 -> आधार रजिस्टर्ड मोबाईल पर ओटीपी भेजा जाएगा। .
 -> जांच के बाद विवरण, आपके नियोक्ता द्वारा अप्रूव किया जाना आवश्यक है।
 -> अप्रूवल के बाद बैंक खाता सीड हो जाता है।
 भारतीय स्टेट बैंक के बैंक खाते के अलावा, अन्य मामलों में विवरण, आपके नियोक्ता द्वारा अप्रूव किया जाना आवश्यक है।
 ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
216,216,"
217 - क्या मैं पहले से सीडेड बैंक खाता नंबर बदल सकता/सकती हूँ ?","    उत्तर : जी हाँ।  ऊपर बताई गई प्रक्रिया से बैंक खाता नंबर कितनी भी बार अपडेट किया जा  सकता है। हालांकि, ईपीएफओ के पास किसी क्लेम के लंबित होने के दौरान बैंक खाते का विवरण नहीं बदला जा सकता । ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
217,217,"
218 - बैंक खाता संख्या सीड करते समय मुझे क्या सावधानियां बरतनी चाहिएं?","    उत्तर : आपको अपना एक्टिव बैंक खाता अपने नाम से सीड करना चाहिए। यदि आपके बैंक खाते में आपका नाम सही नहीं है, तो चेक की स्कैन कॉपी में अंतर दिखेगा और क्लेम रिजेक्ट हो जाएगा। इसलिए बेहतर है कि अपने नाम में संशोधन करा लें।   ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
218,218,"
219 - मैंने अपनी नौकरी बदल ली है। क्या मुझे अपने यूएएन को फिर से एक्टिवेट करना होगा ?","    उत्तर : यूएएन को केवल एक बार एक्टिवेट करना होता है । हर बार नौकरी बदलते समय, इसे री-एक्टिवेट करने की जरूरत नहीं है। ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
219,219,"
220 - क्या मुझे यूएएन रजिस्ट्रेशन के लिए कोई फीस देनी होगी?","    उत्तर : जी नहीं, यूएएन रजिस्ट्रेशन निशुल्क है और इसे एक्टिवेट करने के लिए आपको कोई फीस नहीं देनी होती । ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
220,220,"
221 - क्या मैं एसएमएस या मोबाइल ऐप के जरिए यूएएन एक्टिवेट कर सकता / सकती हूं ?","    उत्तर : आप एसएमएस के माध्यम से यूएएन एक्टिवेट नहीं कर सकते हैं। हालांकि, आप उमंग ऐप द्वारा यूएएन एक्टिवेट कर सकते हैं। उमंग ऐप डाउनलोड करने के लिए, कृपया गूगल प्ले स्टोर पर जाएं। ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
221,221,"
222 - यूएएन आधारित सदस्य पोर्टल के माध्यम से सदस्यों को क्या सुविधाएं दी जाती हैं ?","    उत्तर : 
सेवाएं:
 i. ई-नामांकन
 ii. नाम, जन्म तिथि, लिंग में संशोधन ।
 iii. केवाईसी विवरण को अपडेट करना।
 iv. पिछले रोजगार से पीएफ राशि का आसानी से ट्रांसफर।
 v. ऑनलाईन क्लेम (पीएफ निकासी, एडंवास, निकासी लाभ, पेंशन क्लेम)
 vi. आधार आधारित ऑनलाइन क्लेम फाईल करना।
 vii. नौकरी छोड़ने की तारीख अपडेट करना।
li>जानकारी :
 viii. पासबुक डाउनलोड करें।
 ix. यूएएन कार्ड डाउनलोड करें।
 x. 7738299899 पर एसएमएस द्वारा 10 भाषाओं में भविष्य निधि अंशदान एवं शेष का विवरण 
 xi. 011-22901406 पर मिस्ड कॉल द्वारा भविष्य निधि खाते का विवरण 
 ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
222,222,"
223 - क्या मुझे जन्मतिथि में बदलाव का अनुरोध करते समय ईपीएफओ पोर्टल पर दस्तावेज अपलोड करने की जरूरत है।",    उत्तर : अगर आपके द्वारा किए गए जन्मतिथि में बदलाव के अनुरोध में आधार के अनुसार तीन साल से अधिक का अंतर है तो आधार में अंकित जन्मतिथि हेतु सहायक दस्तावेज अपलोड करना आवश्यक है। ,hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
223,223,"
224 - ऑनलाइन सेवाओं का लाभ उठाने के लिए कौन से न्यूनतम विवरण यूएएन के साथ लिंक किए जाने अपेक्षित हैं ?","    उत्तर : मोबाईल, आधार एवं बैंक खाता संख्या ।  ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
224,224,"
225 - क्या ऑनलाइन सेवाओं का लाभ उठाने के लिए पैन को यूएएन के साथ लिंक करना लाभदायक है ?","    उत्तर : जी हां, यदि आप अपने पैन नंबर, यूएएन के साथ लिंक करते हैं तो आप कर्मचारी भविष्य निधि निकासी पर टैक्स लाभ प्राप्त कर सकते हैं।  ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
225,225,"
226 - आधार और पैन में मेरा नाम अलग-अलग है। क्या मैं अपने पैन को यूएएन के साथ लिंक कर सकता/ सकती हूं। ",    उत्तर : जी हां पैन और यूएएन डाटा में अंतर होने पर भी पैन को यूएएन के साथ लिंक किया जा सकता है।  ,hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
226,226,"
227 - यदि मेरा नियोक्ता केवाईसी अप्रूव नहीं करता तो मुझे क्या करना चाहिए ? ","    उत्तर : यदि आपके नियोक्ता द्वारा केवाईसी विवरण अप्रूव नहीं किया जा रहा है तो आप, अनुरोध सहित सीधे प्रशासन अथवा मानव संसाधन (एचआर) विभाग से संपर्क कर सकते हैं। यदि इसमें अधिक समय लग रहा है तो आप संगठन के उच्च अधिकारियों तक इस मामले को ले जा सकते हैं। 
यदि आपके अनुरोध पर कोई उत्तर नहीं दे रहा हो तो आप http://epfigms.gov.in के माध्यम से कर्मचारी भविष्य निधि शिकायत पर संपर्क कर सकते हैं।  ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
227,227,"
228 - मुझे यह कैसे पता चलेगा कि मेरे द्वारा अपडेट किए गए केवाईसी को नियोक्ता ने अप्रूव कर दिया है ?",    उत्तर : उसी पेज पर अपडेटेड केवाईसी दस्तावेज के सामने स्थिति दर्शायी जाएगी। सिस्टम आपके रजिस्टर्ड मोबाईल नंबर पर एसएमएस भी भेजेगा। ,hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
228,228,"
229 - मेरे नियोक्ता ने पैन और बैंक खाते का गलत विवरण दर्ज किया है?",    उत्तर : आप अपने सदस्य पोर्टल पर लॉगिन कर सकते हैं और पैन और बैंक खाते के विवरण को स्वयं अपडेट कर सकते हैं। नियोक्ता द्वारा डिजिटल रूप से यह अनुमोदित / अद्यतन किया जाएगा। ,hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
229,229,"
230 - मेरे नियोक्ता ने नौकरी छोड़ने के दो महीने के बाद भी मेरे कार्य से एग्जिट होने की तिथि को अपडेट नहीं किया है । मैं अपनी एग्जिट तिथि कैसे अपडेट कर सकता/सकती हूं?","    उत्तर : 
 -> सदस्य एकीकृत पोर्टल पर जाएं । 
 -> यूएएन, पासवर्ड और कैप्चा दर्ज करें।
 -> ‘मैनेज’ पर जाएं और ‘मार्क एग्जिट’ पर क्लिक करें
 -> सेलेक्ट इम्प्लॉयमेन्ट' ड्रॉपडाउन से 'पीएफ अकाउंट नंबर' चुनें
 -> ‘डेट ऑफ एग्जिट' और 'रीज़न ऑफ एग्जिट' दर्ज करें
 -> ‘रीक्वेस्ट ओटीपी’ विकल्प पर क्लिक करें और अपने आधार से जुड़े मोबाइल नंबर पर भेजे गए ओटीपी दर्ज करें
 -> चेकबॉक्स का चयन करके अपनी सहमति दें
 -> 'अपडेट' पर क्लिक करें
 -> ‘ओके’ पर क्लिक करें
 ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
230,230,"
231 - यूएएन से जुड़े मोबाइल नंबर को कैसे बदलें?","    उत्तर : यूनिफाइड पोर्टल के सदस्य इंटरफ़ेस में लॉगिन करने के बाद, मोबाइल नंबर बदलने के लिए ""मेम्बर प्रोफ़ाइल"" खंड में एक प्रावधान है। ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
231,231,"
232 - अगर मेरा मोबाइल आधार के साथ लिंक्ड नहीं है तो क्या मैं ऑनलाइन दावा कर सकता / सकती हूं?","    उत्तर : जी नहीं । यदि आपका मोबाइल आधार के साथ जुड़ा नहीं है, तो आप ऑनलाइन दावा प्रस्तुत नहीं कर सकते। दावा प्रस्तुत करने के समय, ओटीपी केवल आधार से जुड़े मोबाइल पर भेजा जाता है। ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
232,232,"
233 - अगर मेरा आधार मोबाइल से लिंक्ड नहीं है तो क्या करें ?",    उत्तर : कृपया अपने नजदीकी आधार सेवा केंद्र पर जाएँ। अधिक जानकारी के लिए आप यूआईडीएआई की आधिकारिक वेबसाइट https://uidai.gov.in पर जा सकते हैं। ,hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
233,233,"
234 - अगर मैं अपना पासवर्ड भूल गया तो क्या करें?","    उत्तर : कृपया एकीकृत पोर्टल के सदस्य इंटरफ़ेस पर ""फॉरगोट पासवर्ड"" पर क्लिक करें। कैप्चा के साथ अपना यूएएन दर्ज करें। यूएएन  के साथ सहबद्ध आपके मोबाइल पर सिस्टम ओटीपी भेजेगा और आप पासवर्ड रीसेट कर सकते हैं। ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
234,234,"
235 - अगर मैं अपना पासवर्ड भूल गया और यूएएन के साथ मेरा पंजीकृत मोबाइल भी बदल गया है तो क्या किया जाए?","    उत्तर : कृपया एकीकृत पोर्टल के सदस्य इंटरफ़ेस पर ""फॉरगोट पासवर्ड"" पर क्लिक करें। कैप्चा के साथ अपना यूएएन दर्ज करें। सिस्टम पूछेगा कि ओटीपी, पंजीकृत मोबाइल पर भेजा जाना है या किसी अन्य मोबाइल पर। यदि अन्य मोबाइल नंबर चयनित है तो सिस्टम आपके मूल विवरण (नाम, जन्मतिथि, और लिंग) दर्ज करने के लिए कहेगा। प्राथमिक विवरण के सफल मिलान के बाद, सिस्टम, आपका आधार उपलब्ध कराने के लिए कहेगा । यदि आधार विवरण मेल खाते हैं तो सिस्टम नया मोबाइल नंबर पूछेगा और ओटीपी नए मोबाइल पर भेजा जाएगा। ओटीपी के सफल सत्यापन के बाद, आप अपना पासवर्ड रीसेट कर सकते हैं। ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
235,235,"
236 - अगर मुझे नौकरी बदलनी है और कहीं और कार्य ग्रहण करना है तो क्या करना है?",    उत्तर : आपको केवल अपने यूएएन को अपने उत्तरवर्ती नियोक्ता के समक्ष घोषित करने की आवश्यकता है। ,hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
236,236,"
237 - कौन से दावे ऑनलाइन दायर किए जा सकते हैं?","    उत्तर : क.भ.नि.सं. सदस्य पोर्टल या उमंग ऐप के माध्यम से आप प्रत्याहरण, अग्रिम, अंतरण और पेंशन दावा (ई-नामांकन के बाद) ऑनलाइन फाइल कर सकते हैं । ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
237,237,"
238 - मैं अपनी पासबुक कैसे देख / डाउनलोड कर सकता / सकती हूं?","    उत्तर : सबसे पहले, आपको अपने यूएएन और पासवर्ड के साथ यूएएन सदस्य पोर्टल पर लॉगिन करना होगा। तत्पश्चात मेनू ‘डाउनलोड’ पर जाएं तथा ‘डाउनलोड पासबुक’ का चयन करें । इस पासबुक का पीडीएफ डाउनलोड करने के लिए एक लिंक दिया गया है। ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
238,238,"
239 - मैं अपना यूएएन कार्ड कैसे देख / डाउनलोड कर सकता / सकती हूं?","    उत्तर : आपको अपने वैध यूएएन और पासवर्ड के साथ पहले लॉगिन करना होगा। फिर, ‘डाउनलोड’ मेनू पर जाएं और ‘डाउनलोड यूएएन कार्ड’ विकल्प चुनें। यूएएन कार्ड का पीडीएफ डाउनलोड किया जा सकता है। ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
239,239,"
240 - क्या मैं पासबुक नहीं देख पा रहा/रही हूँ या पासबुक उपलब्ध नहीं है?",    उत्तर : यदि आप छूट प्राप्त स्थापना में कार्य कर रहे हैं तो आपका पासबुक यूएएन पोर्टल में उपलब्ध नहीं होगा । भ.नि. विवरणी प्राप्त करने के लिए आप अपनी स्थापना से संपर्क कर सकते हैं। ,hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
240,240,"
241 - मुझे दो यूएएन आवंटित किए गए हैं । मुझे क्या करना चाहिए?",    उत्तर : सदस्य इंटरफ़ेस के एक सदस्य एक भ.नि. खाता सुविधा के माध्यम से पिछले यूएएन के साथ जुड़े सभी पिछली सेवाओं को वर्तमान यूएएन में अंतरित करें। ,hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
241,241,"
242 - मैं अपने पिछले सदस्य आईडी को लिंक / लिस्ट क्यों नहीं कर पा रहा हूं?",    उत्तर : चूँकि पिछले सदस्य आईडी के साथ विवरण का मिलान किया जाता है और वर्तमान सदस्य आईडी में यदि नाम आदि में कोई अंतर हो तो यह सदस्य आईडी के साथ लिंक / लिस्ट नहीं होने देगा। ,hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
242,242,"
243 - आधार कार्ड के अनुसार क.भ.नि.सं. रिकॉर्ड में नाम और जन्मतिथि कैसे बदलें?","    उत्तर : 
 -> सदस्य यूनिफाइड पोर्टल पर जाएँ
 -> यूएएन, पासवर्ड और कैप्चा दर्ज करें।
 -> साइन-इन पर क्लिक करें
 -> मैनेज पर क्लिक करें और फिर मॉडिफै बेसिक डीटेल पर क्लिक करें
 -> आधार के अनुसार आधार, नाम और जन्म तिथि दर्ज करें। सेव/सबमिट पर क्लिक करें । ‘यस’ पर क्लिक करें
 -> अपने नाम परिवर्तन अनुरोध को अनुमोदित करने के लिए अपने नियोक्ता को सूचित करें।
 ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
243,243,"
244 - यदि मैंने बहुत पहले ही नौकरी छोड़ दी है, परंतु अपने पीएफ शेष की निकासी नहीं की है, क्या मैं कोविड-19 अग्रिम प्राप्त करने का पात्र हूं ?",    उत्तर : जी हां । ,hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
244,244,"
245 - क्या अंतर्राष्ट्रीय कामगारों के लिए अग्रिम हेतु आवेदन करने का कोई प्रावधान है ? ","    उत्तर : जी हां । योजना में अग्रिम से संबंधित प्रावधान, अंतर्राष्ट्रीय कामगारों के लिए भी लागू होते हैं। ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
245,245,"
246 - क्या विवाह के पश्चात् मेरे लिए पिता के नाम के स्थान पर पति का नाम जोड़ना अनिवार्य है ?","    उत्तर : अनिवार्य नहीं है। फिर भी, यदि केवाईसी दस्तावेजों जैसे आधार, बैंक खाते आदि में यदि पति का नाम दिया गया है, तब यह सलाह दी जाती है कि भविष्य निधि संबंधी विवरण में भी वही विवरण दिया जाना चाहिए। ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
246,246,"
247 - मैं एक अंतर्राष्ट्रीय कामगार हूं जिसके पास आधार नहीं है। मैं भविष्य निधि अग्रिम दावा ऑनलाईन कैसे फाईल कर सकता/ सकती हूं ?","    उत्तर : ऑनलाईन दावा फाइल करने के लिए आधार अनिवार्य है। एक अंतर्राष्ट्रीय कामगार जो आधार के लिए पात्र है, और आधार आबंटित होने पर वह ऑनलाईन दावा फाईल कर सकता है। यदि अंतर्राष्ट्रीय कामगार के पास आधार नहीं है तो अंतर्राष्ट्रीय कामगार, नियोक्ता/ प्राधिकृत प्रतिनिधि द्वारा विधिवत सत्यापित दावा भौतिक रूप में फाइल कर सकता है। ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
247,247,"
248 - क्या 
सदस्य नियोक्ता से अंशदान की वसूली दिखाने की मांग कर सकता है?",    उत्तर : जी हाँ। फॉर्म 3-ए में प्रत्येक सदस्य का अंशदान कार्ड/ईसीआर की प्रति नियोक्ता से मांगी जा सकती है। ,hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
248,248,"
249 - मैं 
अपने नॉमिनी की जन्मतिथि अपडेट करूं?","    उत्तर : सदस्य पोर्टल के माध्यम से फॉर्म -2 (नामांकन) को ऑनलाइन अपडेट करें
ई-नामांकन में जन्म तिथि आधार पर आधारित होती है। इसलिए परिवर्तन की आवश्यकता 
तभी होगी जब आपने आधार को सही कर दिया हो। पहले के ई-हस्ताक्षरित ई-नामांकन को अद्यतित आधार से जोड़ते हुए नए नामांकन दायर कर के और नामांकन पर फिर से ई-हस्ताक्षर करके बदला जा सकता 
है। ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
249,249,"
250 - यदि 
मेरे पास वर्तमान यूएएन में पूर्ण केवाईसी सीडिंग के साथ दो या दो से अधिक यूएएन हैं, लेकिन पिछले यूएएन में अपूर्ण केवाईसी सीडिंग है, तो मैं अपने पिछले यूएएन से शेष राशि कैसे निकाल सकता/सकती हूं?","    उत्तर : कृपया ऑनलाइन फॉर्म-13 फ़ाइल कर शेष राशि और सेवा को वर्तमान यूएएन में अंतरित करें।
इसके लिए आपको पिछले नियोक्ता के माध्यम से, पिछले यूएएन  (यदि सही नहीं है और आधार डेटा से मेल 
नहीं खाता) में डेटा (नाम, जन्म तिथि और लिंग) सही करा ना होगा और यूएएन  को आधार से लिंक करना होगा। यदि डेटा सही है तो आप इसे स्वयं ई-के.वाई.सी. पोर्टल के माध्यम से लिंक कर सकते हैं। ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
250,250,"
251 - मेरी 
नौकरी छोडने की तिथि मेरे नियोक्ता द्वारा दर्ज नहीं की गई है। मैं इसे कैसे दर्ज कर सकता/सकती हूं?","    उत्तर : सेवा छोड़ने की तारीख से 60 दिनों के बाद, सदस्य स्वयं सदस्य पोर्टल के माध्यम से नौकरी छोडने की 
तिथि को ऑनलाइन प्रस्तुत / अद्यतित कर सकता है। ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
251,251,"
252 - मेरे 
यूएएन में मेरी नौकरी छोडने की तिथि गलत है  तथा/या कार्यग्रहण की तिथि गलत/अनुपलब्ध है। मैं उन्हें सही तरीके से कैसे दर्ज करा सकता/सकती हूं?","    उत्तर : नियोक्ता सुधार के लिए संबंधित भ.नि. कार्यालय से 
अनुरोध कर सकता है। ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
252,252,"
253 - मेरे 
नियोक्ता का कहना है कि वह मेरे केवाईसी का अनुमोदन करने में असमर्थ है क्योंकि लॉकडाउन के दौरान उसके डिजिटल हस्ताक्षर प्रमाणपत्र की वैधता समाप्त हो गई है। क्या मैं भ.नि. कार्यालय से केवाईसी का 
अनुमोदन करा सकता/सकती हूं?","    उत्तर : जी नहीं । नियोक्ता को कर्मचारी के केवाईसी का अनुमोदन करना है । नियोक्ता, ई-हस्ताक्षर के लिए पंजीकरण कर सकता है जो आधार आधारित है और फिर कर्मचारी के विवरण 
का अनुमोदन कर सकता है। ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
253,253,"
254 - मेरे 
यूएएन से सहबद्ध दो भ.नि. खाते हैं, परंतु जब मैं पिछले खाते को चालू खाते में अंतरित करने का प्रयास करता/करती हूं, तो पिछला खाता ऑनलाइन पोर्टल पर नहीं दिखता है। मैं कैसे आगे बढ़ सकता/सकती हूं?","    उत्तर : उपरोक्त स्थिति तब होती है जब पिछली सेवा से बाहर निकलने की तिथि एकीकृत पोर्टल में उपलब्ध नहीं होती है। नौकरी छोडने की तिथि के अद्यतन के बाद, ऑनलाइन फॉर्म-13 जमा करें और पिछले खाते को 
वर्तमान सदस्य खाते में अंतरित करें। ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
254,254,"
255 - क्या 
ई-नामांकन भरने के लिए या नामिती के विवरण में किसी बदलाव के लिए नियोक्ता के अनुमोदन की आवश्यकता है?","    उत्तर : आवश्यक नहीं है। सदस्य को ई-नामांकन दाखिल करने के लिए आधार आधारित ई-हस्ताक्षर 
का उपयोग करना है।  ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
255,255,"
256 - मैंने 
वर्ष 2014 से पहले नौकरी छोड़ दी थी और अब मेरे पास केवल भ.नि. खाता संख्या है, लेकिन यूएएन नहीं है, तो मुझे यूएएन कैसे मिल सकता है, अन्यथा मैं दावा कैसे फ़ाइल कर सकता/सकती हूं?","    उत्तर : यदि डेटा मेल 
खाता है तो सदस्य, अपने सदस्य आईडी से यूएएन जेनरेट कर सकता है, अन्यथा उसे सही विवरण के साथ यूएएन बनाने के लिए नियोक्ता से संपर्क करना होगा और गलत विवरण को ठीक कराना होगा। उसके 
पश्चात, सदस्य अपने केवाईसी को स्वयं लिंक कर सकता है। ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
256,256,"
257 - सदस्य 
की मृत्यु के दुर्भाग्यपूर्ण मामले में, यदि नाम मेल नहीं खाता है, नामिती होने के नाते मैं, निपटान के लिए ऑनलाइन आवेदन कैसे कर सकता/सकती हूं?","    उत्तर : लाभार्थी केवल तभी ऑनलाइन आवेदन कर सकता है जब 
सदस्य ने ई-नामांकन दायर किया हो। इसलिए, आवश्यक दस्तावेजों और प्रमाणों के साथ नियोक्ता के प्रमाणीकरण के माध्यम से भौतिक रूप से दावा फ़ाइल करें। ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
257,257,"
258 - मैंने 
अपने दो भविष्य निधि  खातों को अपने यूएएन से लिंक नहीं किया है और मैं आधार के अनुसार यूएएन में अपना नाम सही करना चाहता/चाहती हूं, क्या मुझे दोनों संबंधित भविष्य निधि खातों हेतु नियोक्ताओं से 
अनुरोध करना होगा, अथवा क्या मैं केवल अपने वर्तमान नियोक्ता से नाम सुधार के लिए अनुरोध कर सकता/सकती हूं?","    उत्तर : यदि डेटा मेल खाता है तो सदस्य द्वारा ई-केवाईसी पोर्टल के माध्यम से यूएएन को आधार 
से जोड़ा जा सकता है। किसी भी सुधार के मामले में, नियोक्ता को प्रमाणित करना होगा और उसके बाद ही संबंधित भविष्य निधि  कार्यालय परिवर्तन को मंजूरी देगा। अन्य सदस्य आईडी को भी यूएएन से जोड़ने 
की सुविधा है, लेकिन पहले यूएएन को आधार से लिंक करें। ",hindi,EPFO,Provide an accurate and concise response to the following question related to EPFO in hindi.
